INSTR_RETIRED_ANY,FIXC0,53429260
CPU_CLK_UNHALTED_CORE,FIXC1,45340970
CPU_CLK_UNHALTED_REF,FIXC2,40756410
L2_TRANS_ALL_REQUESTS,PMC0,676184
L2_RQSTS_MISS,PMC1,159030
TABLE,Region T_Newton_Inexato_64,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0362,
Runtime unhalted [s],0.0133,
Clock [MHz],3791.3767,
CPI,0.8486,
L2 request rate,0.0127,
L2 miss rate,0.0030,
L2 miss ratio,0.2352,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region Tderi_grad_Inexato_64,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000172,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,963724
CPU_CLK_UNHALTED_CORE,FIXC1,1036134
CPU_CLK_UNHALTED_REF,FIXC2,927686
L2_TRANS_ALL_REQUESTS,PMC0,64873
L2_RQSTS_MISS,PMC1,16289
TABLE,Region Tderi_grad_Inexato_64,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0002,
Runtime unhalted [s],0.0003,
Clock [MHz],3806.4224,
CPI,1.0751,
L2 request rate,0.0673,
L2 miss rate,0.0169,
L2 miss ratio,0.2511,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region Tderi_hes_Inexato_64,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.011000,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,49948490
CPU_CLK_UNHALTED_CORE,FIXC1,41249030
CPU_CLK_UNHALTED_REF,FIXC2,37080890
L2_TRANS_ALL_REQUESTS,PMC0,164786
L2_RQSTS_MISS,PMC1,38323
